metric	value
BLEU	38.1349
chrF	64.6958
COMET	0.7668
LongYAAL (CU)	3865.9718
LongAL (CU)	3868.3245
LongLAAL (CU)	3970.6517
LongAP (CU)	1.3883
LongDAL (CU)	5230.5767
LongYAAL (CA)	104543.6851
LongAL (CA)	260416.5384
LongLAAL (CA)	260417.9604
LongAP (CA)	92.9955
LongDAL (CA)	265230.1162
