LAAL	AL	AP	DAL
2947.906	2947.906	0.476	4595.365
9039.083	9039.083	0.499	13414.069
3200.903	-5117.351	0.532	9195.666
7406.484	6072.407	0.529	16566.294
9288.494	9288.494	0.486	9445.187
4177.02	4177.02	0.511	22336.622
-2835.937	-2835.937	0.48	6501.094
5712.976	5712.976	0.484	8740.586
2039.367	1595.255	0.507	7627.919
5785.82	-1256.528	0.536	14621.163
6927.85	6927.85	0.512	12128.093
3340.924	2985.834	0.509	8989.827
-60.914	-1321.101	0.503	7090.462
9371.911	9371.911	0.486	14158.495
5462.557	-16831.846	0.579	14649.84
5245.214	-397.511	0.532	11068.05
7518.758	7518.758	0.502	13224.48
5827.893	5827.893	0.509	12281.958
-941.157	-941.157	0.482	4379.28
7462.126	3845.552	0.536	14901.706
8646.462	8646.462	0.5	13568.5
