LAAL	AL	AP	DAL
5748.761	5748.761	0.483	14943.7
12893.675	12893.675	0.498	14796.465
4316.119	3033.513	0.515	14390.203
7580.465	2903.762	0.542	14066.075
4598.283	4598.283	0.465	12879.124
9690.792	9690.792	0.49	15386.667
940.762	-5819.506	0.521	9003.818
1932.548	-2379.483	0.517	10171.025
2932.118	2932.118	0.501	14115.123
4944.974	-1678.23	0.532	12079.076
5042.858	4858.724	0.514	14439.562
36576.433	36576.433	0.449	24112.702
66211.142	66211.142	0.374	28112.591
1162.461	-2340.424	0.515	10894.413
-4497.365	-7472.853	0.495	7192.319
9588.413	6203.008	0.538	21560.294
7258.754	7258.754	0.493	11857.485
13664.822	13664.822	0.476	20487.111
1630.657	1630.657	0.477	8500.0
7632.844	5455.292	0.532	14693.624
6941.418	4126.57	0.532	18392.861
